id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
10944,Fran Pérez,29,1226,2,2.508813252672553,1,1.6743681291118264,17,13,4,0,F M S,Rayo Vallecano,2,2.508813252672553,6.37276441603899,2.6528973691165447
12353,Jon Martín,25,2250,2,2.422728887759149,0,0.18847600370645523,15,2,6,0,D,Real Sociedad,2,2.422728887759149,8.53424921259284,8.280994322150946
8935,Pedri,29,2117,2,2.386106515303254,9,5.947577686980367,21,63,0,1,M S,Barcelona,2,2.386106515303254,25.240147041156888,19.385015258565545
13361,Jones El Abdellaoui,22,621,2,2.383013777434826,0,0.5126708522439003,17,9,0,0,D F M S,Celta Vigo,2,2.383013777434826,4.237487357109785,1.9190355464816093
7515,Andrei Ratiu,35,2791,0,2.3735468704253435,4,6.194820357486606,31,44,8,0,D M S,Rayo Vallecano,0,2.3735468704253435,16.08938203752041,11.390583541244268
7857,Jon Moncayola,36,3061,0,2.3341868557035923,4,4.85785942338407,23,39,9,0,D M S,Osasuna,0,2.3341868557035923,10.213275477290154,5.148858282715082
11943,Dean Huijsen,28,2046,2,2.327382738701999,2,1.1454473715275526,20,10,7,1,D S,Real Madrid,2,2.327382738701999,10.479818224906921,10.072807345539331
8091,Ronald Araújo,24,1049,3,2.3027837397530675,0,0.5996876899152994,12,3,2,0,D S,Barcelona,3,2.3027837397530675,6.535599049180746,5.450850985944271
1621,Marcos Alonso,32,2780,1,2.298372241668403,0,1.5685960501432419,24,14,5,0,D S,Celta Vigo,0,1.555094632320106,14.406851345673203,13.42302238382399
10078,Hugo Álvarez,28,1359,4,2.272590968757868,2,2.45073258318007,14,25,2,0,D F M S,Celta Vigo,4,2.272590968757868,8.504904292523861,5.041602535173297
2621,Sergi Darder,38,2715,1,2.2581017958000302,5,5.54317428637296,36,57,3,0,M S,Mallorca,1,2.2581017958000302,10.62109318934381,7.191008800640702
5058,Carles Aleñá,34,2002,0,2.2455996740609407,4,4.067961330525577,29,37,5,0,F M S,Alaves,0,2.2455996740609407,7.837335070595145,3.8911409117281437
6241,Federico Valverde,33,2765,5,2.2435944536700845,8,5.012471796944737,51,43,3,1,D F M S,Real Madrid,5,2.2435944536700845,19.056539345532656,15.301276870071888
6087,Takuma Asano,20,662,1,2.239371344447136,0,1.018438033759594,17,3,2,0,F M S,Mallorca,1,2.239371344447136,3.7131067626178265,1.4350337330251932
7050,Lucas Torró,34,2362,0,2.2390968278050423,1,1.2621251428499818,29,15,6,0,M S,Osasuna,0,2.2390968278050423,5.123437849804759,3.7546714833006263
2518,Marcos Llorente,29,2190,0,2.2122418731451035,4,4.202356196939945,18,20,5,1,D M S,Atletico Madrid,0,2.2122418731451035,17.013618292286992,12.5181664545089
6433,Jules Koundé,30,2247,1,2.200108475983143,3,4.6446145586669445,14,23,6,0,D S,Barcelona,1,2.200108475983143,21.096838261932135,18.555321093648672
12286,Nobel Mendy,24,1834,2,2.1846237517893314,0,0.3597838692367077,11,3,7,2,D S,Rayo Vallecano,2,2.1846237517893314,3.9572747480124235,3.546960476785898
7842,Aleix Febas,36,3178,2,2.1838237196207047,2,2.102244376204908,23,27,10,0,M,Elche,2,2.1838237196207047,16.84352259710431,14.49692191183567
10209,Jofre Carreras,26,890,1,2.1467764284461737,0,1.4310225043445826,23,15,1,0,M S,Espanyol,1,2.1467764284461737,4.282202575355768,1.191993448883295
7825,Iker Losada,23,882,3,2.140321670100093,1,0.5301704537123442,14,11,1,0,M S,Levante,3,2.140321670100093,2.3661416564136744,0.4045812226831913
9466,Jon Ander Olasagasti,33,1712,1,2.1322602536529303,5,4.480237754993141,28,36,2,1,F M S,Levante,1,2.1322602536529303,7.8441795744001865,4.710497124120593
10949,Arnau Martinez,35,2715,2,2.124434665776789,3,2.70481881685555,19,23,6,0,D M S,Girona,2,2.124434665776789,10.917901353910565,8.976429961621761
